original_asiakastunnus,original_lupanumero,original_nimi,original_katuosoite,original_postinumero,original_postitoimipaikka,original_kunta,original_asiakkaan-nimi,original_alkamispaivamaara,original_paattamispaivamaara,lat,lon,formatted,name,housenumber,street,postcode,suburb,county,district,city,state,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
1815167-5,1084557,Ravintola Frendi,Vanha viertotie 10,350,HELSINKI,Helsinki,Lucky Industry Oy,10.06.2003,,60.2102786,24.8863327,"Vanha viertotie 10, 00320 Helsinki, Suomi",,10,Vanha viertotie,00320,Haaga,,Läntinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2786855-5,30068343,Restaurang Strand-Mölle,Sjövägen 271,66210,MOLPE,Korsnäs,Matbiten Kb,06.05.2020,,62.86552,21.242647,"Meritie, Sjövägen 271, 66210 Korsnäs, Suomi",Meritie,271,Sjövägen,66210,,Pohjanmaa,,Korsnäs,Länsi ja Sisä-Suomi,Suomi,fi,0.855,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
2826318-7,30056859,Cafe Bar Sokkala,Sokkalantie 11,50600,MIKKELI,Mikkeli,Cafe Bar Sokkala Ky,24.05.2018,,61.6694167,27.2060353,"Cafe Bar Sokkala, Sokkalantie 11, 50600 Mikkeli, Suomi",Cafe Bar Sokkala,11,Sokkalantie,50600,Rantakylä,,Mikkeli,Mikkeli,Etelä-Savo,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3437605-7,30884270,Meijjän Grilli,Ouluntie 9 a,89200,PUOLANKA,Puolanka,Meijjän Grilli Oy,19.04.2024,,64.868628,27.6691764,"Ouluntie 9, 89201 Puolanka, Suomi",Ouluntie,9,Ouluntie,89201,,Kainuu,Puolanka,Puolanka,Pohjois-Suomi,Suomi,fi,0.9,1,1,1,,,
3407436-6,30885603,Pizzeria Turtle,Valtakatu 23,69100,KANNUS,Kannus,Karaduman Ravintolat Oy,01.09.2024,,63.89705905,23.92642838102551,"Valtakatu 23 A, 69100 Kannus, Suomi",,23 A,Valtakatu,69100,,,Mattila,Kannus,Keski-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1086938-3,1275044,Peltokankaan Työväentalo,Peltokankaantie 928,69920,OKSAKOSKI,Perho,Peltokankaan Voimistelu- ja Urheiluseura Liekki r.y.,01.03.2018,,63.2481004,24.1265425,"Peltokankaantie 928, 69920 Perho, Suomi",Peltokankaantie,928,Peltokankaantie,69920,,,,Perho,Keski-Pohjanmaa,Suomi,fi,0.675,1,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2582634-3,1047528,Lamykin`s Cookhouse,Torikatu 3-5,45100,KOUVOLA,Kouvola,LAMYKIN'S INTERNATIONAL Oy,18.07.2014,,60.86876995,26.701136803704586,"Lamykin's Cookhouse, Torikatu 3-5, 45100 Kouvola, Suomi",Lamykin's Cookhouse,3-5,Torikatu,45100,Keskusta,,Kouvolan keskustan suuralue,Kouvola,Kymenlaakso,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2644824-1,1050917,Ravintola Aangan,Hietalahdenkatu 8,180,HELSINKI,Helsinki,Aangan Oy,01.08.2015,,60.163146,24.927851,"Hietalahdenkatu 8, 00180 Helsinki, Suomi",,8,Hietalahdenkatu,00180,Kamppi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2837502-3,1059199,Ravintola Hyvä Ystävä 21,Keskustie 9-13,5400,JOKELA,Tuusula,Meri Julija Oy,01.01.2019,,60.871230499999996,21.834029163142773,"Jokela, Laitila, Varsinais-Suomi, Suomi",Jokela,,,,Jokela,,,Laitila,Varsinais-Suomi,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3473996-2,30887050,Airisto Marina,Airistontie 700,21600,PARAINEN,Parainen,Airisto Marina Oy,02.04.2025,,60.25176545,22.109503952208083,"Holiday Club Airisto, Airistontie 700, 21600 Parainen, Suomi",Holiday Club Airisto,700,Airistontie,21600,,,Parainen,Parainen,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2690472-9,30076416,A-Biljardi Oy,Yliopistonkatu 14,20100,TURKU,Turku,A-Biljardi Oy,01.03.2023,,60.4529772,22.2690172,"Hattu & Hansikas, Yliopistonkatu 14, 20100 Turku, Suomi",Hattu & Hansikas,14,Yliopistonkatu,20100,Keskusta,,Aninkaistenmäki,Turku,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2893214-1,1060598,Puotilan Kartano,Puotilantie 7,910,HELSINKI,Helsinki,Tapahtuma Kartano Oy,16.04.2018,,60.21184195,25.107075289828135,"Puotilan kartano, Puotilantie 7, 00910 Helsinki, Suomi",Puotilan kartano,7,Puotilantie,00910,Vartiokylä,,Itäinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0786086-3,30073621,Salo Golf kahvila,Anistenkatu 1,24100,SALO,Salo,Salon Golfkeskus Oy,04.04.2022,,60.3784721,23.141967,"Puistos, Anistenkatu 1, 24100 Salo, Suomi",Puistos,1,Anistenkatu,24100,Anisi,,,Salo,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3339925-7,30882950,Luckiefun's Sushibuffet Columbus,Vuotie 45,980,HELSINKI,Helsinki,NiJi Sushi Oy,11.09.2023,,60.2080799,25.1440278,"Vuotie 45, 00984 Helsinki, Suomi",,45,Vuotie,00984,Vuosaari,,Itäinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2820086-4,1058878,Saigon Kitchen,Kauppakatu 42-44,78200,VARKAUS,Varkaus,SG Cuong,01.03.2018,,62.315991,27.871686,"Kauppakatu 42-44, 78200 Varkaus, Suomi",,42-44,Kauppakatu,78200,,Pohjois-Savo,Varkaus,Varkaus,Itä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
1457555-0,1020130,Neste Leppävirta,Kokoojatie 17,79100,LEPPÄVIRTA,Leppävirta,AK-Asema Oy,01.03.2018,,62.494544,27.758052,"Kokoojatie 17, 79100 Leppävirta, Suomi",,17,Kokoojatie,79100,,Pohjois-Savo,Leppävirta,Leppävirta,Itä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
2994684-4,1067473,Kiss Bar,Kauppakatu 5-9,8100,LOHJA,Lohja,KISSBARBAR OY,29.01.2020,,60.24974835,24.0665079449565,"Kauppakeskus Lohjantähti, Kauppakatu 5-9, 08100 Lohja, Suomi",Kauppakeskus Lohjantähti,5-9,Kauppakatu,08100,Ahtsalmi,,Lohja,Lohja,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3150698-7,30070208,Yeastie Boi,Annankatu 29 B (sisäpiha),100,HELSINKI,Helsinki,Vesirinkeli Oy,06.03.2021,,60.1680098,24.935851819658826,"Raittius ja valistustalo, Annankatu 29, 00100 Helsinki, Suomi",Raittius ja valistustalo,29,Annankatu,00100,Kamppi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2821285-7,1056542,Café Restaurant Berny,Replotvägen 2,65800,RAIPPALUOTO,Mustasaari,Restaurang Bernys Oy Ab,01.04.2017,,63.207196,21.462062,"Maailmanperintöportti, Replotvägen 2, 65800 Mustasaari, Suomi",Maailmanperintöportti,2,Replotvägen,65800,,Pohjanmaa,,Mustasaari,Länsi ja Sisä-Suomi,Suomi,fi,0.855,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
3266092-7,30883741,IsaJOOGA Wine Barn,Kedonperäntie 30,91900,LIMINKA,Liminka,Comyn Group Oy,01.03.2024,,64.808543,25.4383502,"Kedonperäntie 30, 91900 Liminka, Suomi",Kedonperäntie,30,Kedonperäntie,91900,Jutkokylä,,,Liminka,Pohjois-Pohjanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0710767-9,1052051,Ravintola Maret,Oikokatu 8,10900,HANKO,Hanko,Oy Hanko Restpoint Ab,01.01.1960,,59.824729,22.966068,"Oikokatu 8, 10900 Hanko, Suomi",,8,Oikokatu,10900,,Uusimaa,Hanko,Hanko,Etelä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
1448922-2,1074705,Restaurant Buffalo,Kaapeliniementie 2,21710,KORPPOO,Parainen,Ab Archi-Rest Oy,24.04.1998,,60.1620041,21.5587958,"Korppoo, Varsinais-Suomi, Suomi",,,,,,,,Korppoo,Varsinais-Suomi,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2370168-6,1057621,Pub & Karaoke Olavin Olga,Olavinkatu 54,57100,SAVONLINNA,Savonlinna,Tulikuuma Kumpu Oy,27.07.2017,,61.8699695,28.8763515,"Olavinkatu 54, 57100 Savonlinna, Suomi",,54,Olavinkatu,57100,Savola,,Savonlinna,Savonlinna,Etelä-Savo,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1843700-8,1060216,Otsolan Hovi,Otsolantie 20,31640,HUMPPILA,Humppila,Humppilan Otsolanhovi Oy,01.11.2004,,60.9649264,23.3197379,"Otsolantie 20, 31640 Humppila, Suomi",Otsolantie,20,Otsolantie,31640,,Kanta-Häme,,Humppila,Kanta-Häme,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3438886-7,30884685,Chill Out Cafe,Varikkotie 4,900,HELSINKI,Helsinki,Tmi Chill Out Cafe,23.05.2024,,60.2095381,25.0679582,"Chill out Cafe, Varikkotie 4, 00900 Helsinki, Suomi",Chill out Cafe,4,Varikkotie,00900,Vartiokylä,,Itäinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3316117-7,1077114,Ravintola Kellari,Jousitie 39,19650,JOUTSA,Joutsa,Lamminmäen Juhla ja Peti avoin yhtiö,28.04.2023,,61.7414299,26.1137939,"Dataseed Shop, Jousitie 39, 19650 Joutsa, Suomi",Dataseed Shop,39,Jousitie,19650,,,,Joutsa,Keski-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2615032-2,30047013,Kortteliravintola Kerttulin Kievari,Kellonsoittajankatu 3-7,20500,TURKU,Turku,Kerttulin Kievari Oy,29.03.2021,,60.4494859,22.282168641566585,"Kerttulinkallio, Kellonsoittajankatu 3-7, 20500 Turku, Suomi",Kerttulinkallio,3-7,Kellonsoittajankatu,20500,Keskusta,,Kerttuli,Turku,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1445308-6,1003347,Hyvinkään Keilahallin Kahvio,Kauppalankatu 7-11,5800,HYVINKÄÄ,Hyvinkää,ML Pinpro Oy,01.03.2018,,60.6334655,24.8598252,"Aamuposti, Kauppalankatu 7-11, 05800 Hyvinkää, Suomi",Aamuposti,7-11,Kauppalankatu,05800,Parantola,,,Hyvinkää,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3073401-3,30888736,Oulunsalon jäähalli,tuohikuja 5,90460,OULUNSALO,Oulu,Laser HT tuki ry,01.10.2025,,64.9434241,25.3802217,"Tuohikuja 5, 90460 Oulunsalo, Suomi",Tuohikuja,5,Tuohikuja,90460,Oulunsalo,Pohjois-Pohjanmaa,Oulu,Oulunsalo,Pohjois-Suomi,Suomi,fi,0.9,1,1,1,,,
2159675-5,1030763,Hotel Haven,Unioninkatu 17,130,HELSINKI,Helsinki,Oy Union Hotels Ab,01.01.2009,,60.1665254,24.9515296,"Unioninkatu 17, 00130 Helsinki, Suomi",,17,Unioninkatu,00130,Kaartinkaupunki,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1461729-8,1876339,Vastuksen kahvio,Veneheitto,92830,VENEHEITTO,Vaala,Voimistelu- ja Urheiluseura Veneheiton Vastus r.y.,01.03.2018,,64.4438147,26.523331,"Veneheitto (Vaala), Pohjois-Pohjanmaa, Suomi",,,,92830,,,,Vaala,Pohjois-Pohjanmaa,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3468213-4,30885688,Lumle Restaurant and Bar,"rauhankatu 27B ",6100,PORVOO,Porvoo,Kusma oy,15.09.2024,,60.3931293,25.6656274,"Rauhankatu 27b, 06100 Porvoo, Suomi",Rauhankatu,27b,Rauhankatu,06100,Keskusta,,,Porvoo,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3295696-3,30889327,Snowmobile Grand Prix ravintola,Valtakatu 41 96200 Rovaniemi,96200,ROVANIEMI,Rovaniemi,Stand Up Lappi Oy,14.03.2026,14.03.2026,66.50677045,25.73506869769804,"Valtakatu 41, 96200 Rovaniemi, Suomi",,41,Valtakatu,96200,Keskusta,,,Rovaniemi,Lappi,Suomi,fi,0.225,1,0.25,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3239841-2,1072684,Ravintola Apaja,Huhtimäenkatu 3 C,33100,TAMPERE,Tampere,Jussinkylän ravintolat Oy,01.12.2021,,61.5029739,23.7723827,"Ravintola Apaja, Huhtimäenkatu 3, 33100 Tampere, Suomi",Ravintola Apaja,3,Huhtimäenkatu,33100,Jussinkylä,,Keskustan suuralue,Tampere,Pirkanmaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3158455-5,1072294,Maatilamatkailu ja Pitopalvelu Hertta,Äitsaarentie 263,56140,ÄITSAARI,Ruokolahti,Maatilamatkailu ja Pitopalvelu Hertta Avoin Yhtiö,15.11.2021,,61.26616835,28.662333783182774,"Äitsaarentie 263, 56140 Ruokolahti, Suomi",,263,Äitsaarentie,56140,,,,Ruokolahti,Etelä-Karjala,Suomi,fi,0.855,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2696751-9,1052535,Ravintola Swan,Saimaantie 9,54100,JOUTSENO,Lappeenranta,Viyan avoin yhtiö,01.03.2018,,61.1207636,28.504024,"Ravintola Swan, Saimaantie 9, 54100 Lappeenranta, Suomi",Ravintola Swan,9,Saimaantie,54100,Joutsenon keskus,,,Lappeenranta,Etelä-Karjala,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0145626-1,1035817,Vesihelmen kahvio,Eteläinen puistokatu 2,30420,FORSSA,Forssa,Forssan kaupunki,01.03.2018,,60.8104742,23.618366497425935,"Vesihelmi, Eteläinen puistokatu 2, 30420 Forssa, Suomi",Vesihelmi,2,Eteläinen puistokatu,30420,Tölö,,Keskusta,Forssa,Kanta-Häme,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3240032-4,30882364,Kotipizza Munkkiniemi,Munkkiniemen Puistotie 16,330,HELSINKI,Helsinki,Suomi International Oy,05.07.2023,,60.1972371,24.87844252224518,"Munkkiniemen puistotie 16, 00330 Helsinki, Suomi",,16,Munkkiniemen puistotie,00330,Munkkiniemi,,Läntinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3155701-2,1069577,CakePop,Lohenpyrstöntie 52,92140,PATTIJOKI,Raahe,CakePop Oy,20.11.2020,,64.7089824,24.5062064,"Lohenpyrstöntie 52, 92130 Pattijoki, Suomi",,52,Lohenpyrstöntie,92130,Mikonkari,,Raahe,Pattijoki,Pohjois-Pohjanmaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3423044-5,30886229,OSAKA SUSHI KAMPPI,Kampinkuja 2,100,HELSINKI,Helsinki,HAOMAI OY,01.12.2024,,60.1683525,24.930792,"Kampinkuja 2, 00100 Helsinki, Suomi",,2,Kampinkuja,00100,Kamppi,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0812642-5,30076090,Kultainen Apina,Insinöörinkatu 30,33720,TAMPERE,Tampere,Ellak Group Oy,20.04.2018,,61.4517753,23.8477732,"Kultainen Apina, Insinöörinkatu 30, 33720 Tampere, Suomi",Kultainen Apina,30,Insinöörinkatu,33720,Hervanta,,Kaakkoinen suuralue,Tampere,Pirkanmaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3420906-4,30885766,"STREETBOYS ",HALLITUSKATU 3,45100,KOUVOLA,Kouvola,Street Boys Oy,01.10.2024,,60.8663014,26.70559679734469,"Kouvolan matkakeskus, Hallituskatu 3, 45100 Kouvola, Suomi",Kouvolan matkakeskus,3,Hallituskatu,45100,Keskusta,,Kouvolan keskustan suuralue,Kouvola,Kymenlaakso,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0197772-9,30884705,Kasino,Kutalantie 783,38120,SASTAMALA,Sastamala,Kutalan Nuorisoseura ry,01.06.2024,,61.4187663,23.1509217,"Kutalantie 783, 38120 Sastamala, Suomi",Kutalantie,783,Kutalantie,38120,,Pirkanmaa,,Sastamala,Länsi ja Sisä-Suomi,Suomi,fi,0.9,1,1,1,,,
0864016-8,1031207,Ravintola Andalucia,Pohjoispuisto 4,28100,PORI,Pori,Ravintola Andalucia Ky,18.02.2009,,61.4874711,21.793373,"Restaurante Andalucia, Pohjoispuisto 4, 28100 Pori, Suomi",Restaurante Andalucia,4,Pohjoispuisto,28100,Karhunpää,,,Pori,Satakunta,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2962439-4,1064757,Lopen grilli pizzeria,Viertotie 3,12700,LOPPI,Loppi,Fast Service M.A Oy,08.05.2019,,60.71921585,24.444708063230724,"Viertotie 3, 12700 Loppi, Suomi",,3,Viertotie,12700,,,,Loppi,Kanta-Häme,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3450578-7,30887255,Kustavin KilpiKlubi,Kärtyntie 2,23360,KUSTAVI,Kustavi,Lilas Oy,27.04.2025,,60.545987,21.3584953,"Maistonki, Kärtyntie 2, 23360 Kustavi, Suomi",Maistonki,2,Kärtyntie,23360,Kivimaa,,,Kustavi,Varsinais-Suomi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2998410-3,30065166,Porvoon Hamarinranta Oy,Hamarintie 1,6650,HAMARI,Porvoo,Porvoon Hamarinranta Oy,05.06.2019,,60.357176,25.6407977,"Hamarin Seo, Hamarintie 1, 06650 Porvoo, Suomi",Hamarin Seo,1,Hamarintie,06650,Lehtimäki,,,Porvoo,Uusimaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3150416-4,30888294,Lähi Pizza Kebab,Jurvalankatu 6,33300,TAMPERE,Tampere,Lähi Pizza & Kebab,21.07.2025,,61.497712,23.638388,"Jurvalankatu 6, 33300 Tampere, Suomi",,6,Jurvalankatu,33300,Rahola,Pirkanmaa,Tampere,Tampere,Länsi ja Sisä-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
0658353-4,1043751,Kaarle XII,Kasarmikatu 40,130,HELSINKI,Helsinki,Restel Ravintolat Oy,02.04.2013,,60.1656206,24.9474862,"Kaarle XII, Kasarmikatu 40, 00130 Helsinki, Suomi",Kaarle XII,40,Kasarmikatu,00130,Kaartinkaupunki,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2345680-1,1038108,Fagerholm,FagerholmKustbevakningsstation,21660,NAUVO,Parainen,Captium Havstjärna Ab,17.08.2011,,60.1924684,21.9105098,"Nauvo, Varsinais-Suomi, Suomi",,,,,,,,Nauvo,Varsinais-Suomi,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2245228-6,30031426,Ravintola Konja,Torikatu 4,700,HELSINKI,Helsinki,SHIV Oy,27.03.2018,,60.25216965,25.008466448960895,"Torikatu 4, 00700 Helsinki, Suomi",,4,Torikatu,00700,Malmi,,Koillinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0185536-9,1881099,Raviradan Kahvila/Pub,Ravitie 48,87950,KULUNTALAHTI,Kajaani,Kainuun Ravirata Oy,01.03.2018,,64.27767180000001,27.846474228875024,"Kajaanin ravirata, Ravitie 48, 87950 Kajaani, Suomi",Kajaanin ravirata,48,Ravitie,87950,,,,Kajaani,Kainuu,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2109309-0,1026863,Harjoitusravintola Kisälli,Urheilukatu 6,95400,TORNIO,Tornio,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,21.08.2007,,65.85217095,24.138825712797043,"Lappia, Urheilukatu 6, 95400 Tornio, Suomi",Lappia,6,Urheilukatu,95400,Juhannussaari,,,Tornio,Lappi,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0201099-0,1038199,Lehmirannan Lomakeskus,Lehmirannantie 12,25170,KOTALATO,Salo,Eläkeliitto ry,01.01.1992,,60.2974023,23.083741290711217,"Lehmirannan lomakeskus, Lehmirannantie 12, 25170 Salo, Suomi",Lehmirannan lomakeskus,12,Lehmirannantie,25170,,,,Salo,Varsinais-Suomi,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3236044-9,1072766,Alexander Grill House,Pormestarinkatu 14 lt 3,6100,PORVOO,Porvoo,"Ravintola Nevroz 14 Avoin yhtiö ",01.12.2021,,60.3890785760973,25.651424615940414,"Pormestarinkatu, 06100 Porvoo, Suomi",Pormestarinkatu,,Pormestarinkatu,06100,Näsi,Uusimaa,Porvoo,Porvoo,Uusimaa,Suomi,fi,0.5,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2142057-3,1032523,Kotipizza-Tampere-keskusta,Aleksanterinkatu 29 B,33100,TAMPERE,Tampere,Sawings Oy,01.03.2018,,61.497392,23.7691781,"Bär Bar, Aleksanterinkatu 29B, 33100 Tampere, Suomi",Bär Bar,29B,Aleksanterinkatu,33100,Kyttälä,,Keskustan suuralue,Tampere,Pirkanmaa,Suomi,fi,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3564314-5,30888930,Limone Lauttasaari,Nahkahousuntie 1,210,HELSINKI,Helsinki,ROHA GROUP OY,24.10.2025,23.10.2026,60.1510912,24.8855999,"Nahkahousuntie 1, 00210 Helsinki, Suomi",,1,Nahkahousuntie,00210,Lauttasaari,,Eteläinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
0957132-8,30085383,Farmors Cafe,Plats 3,25960,HÖGSÅRA,Kemiönsaari,Skärgårdshavets Trafiksystem VTS Ab,23.06.2020,,59.9537677,22.3606085,"25960 Hautsaari (Kemiönsaari), Suomi",,,,25960,,,,Kemiönsaari,Varsinais-Suomi,Suomi,fi,0.25,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2004311-2,1027609,Kulttuurikeskus Sofia,"Kallvikinniementie 35 ",980,HELSINKI,Helsinki,Sofiapalvelut Oy,01.01.2008,,60.188067448,25.145669892,"Kallvikinniementie, 00990 Helsinki, Suomi",Kallvikinniementie,,Kallvikinniementie,00990,Vuosaari,,Itäinen suurpiiri,Helsinki,Uusimaa,Suomi,fi,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2255041-7,1048059,Art Bank,Köpmansgatan 24,21600,PARAINEN,Parainen,Kjell's Kitchen Oy Ab,01.08.2014,,60.300901,22.301294,"Kauppiaskatu, Köpmansgatan 24, 21600 Parainen, Suomi",Kauppiaskatu,24,Köpmansgatan,21600,Keskusta,Varsinais-Suomi,Parainen,Parainen,Lounais-Suomi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
1897413-7,1018095,Rovaniemen Oluthuone,Koskikatu 20,96200,ROVANIEMI,Rovaniemi,Kunnes Oy,26.04.2018,,66.502976,25.72922,"Koskikatu 20, 96200 Rovaniemi, Suomi",,20,Koskikatu,96200,,Lappi,Rovaniemi,Rovaniemi,Lappi,Suomi,fi,0.9,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
0206392-9,1067886,Vallikenttä,Kari Lindberginkatu 1,49400,HAMINA,Hamina,Haminan Palloilijat ry,01.05.2020,,60.57228005,27.202046250000002,"Kari Lindbergin katu 1, 49400 Hamina, Suomi",Kari Lindbergin katu,1,Kari Lindbergin katu,49400,Meltti,,,Hamina,Kymenlaakso,Suomi,fi,0.45,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
